date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:20%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/jquery.1.8.3.js?v=35600424758461275211553336083	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/jquery.1.8.35fbd.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:21	129206/129206	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Nov%202023%2017:24:32%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/jquery.1.8.3.js?v=35600424758461275211553336083	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/jquery.1.8.35fbd.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:21	3572/3572	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2025%20Nov%202023%2004:12:21%20GMT	https://theme650-coffe-shop.myshopify.com/checkouts/internal/preloads.js?locale=en-US	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/checkouts/internal/preloadsc494.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:22	1922/1922	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2025%20Nov%202023%2000:42:05%20GMT	https://cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	C:/My%20Web%20Sites/cafexcel/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:22%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:22	12133/12133	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2016%20Nov%202023%2018:33:58%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:22%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:23	37678/37678	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2015%20Nov%202023%2021:40:40%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:24	57253/57253	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:0c324fadcb310035cc036245d2f8a5a9%22	https://theme650-coffe-shop.myshopify.com/POST	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/POST	(from https://theme650-coffe-shop.myshopify.com/)
09:42:24	15098/15098	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:%22cacheable:0c324fadcb310035cc036245d2f8a5a9%22	https://theme650-coffe-shop.myshopify.com/cdn	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn	(from https://theme650-coffe-shop.myshopify.com/)
09:42:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:24%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/s/trekkie.storefront.f33399a7b9d8c1007209860fbdd63bb24633ae9f.min.js	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/s/trekkie.storefront.f33399a7b9d8c1007209860fbdd63bb24633ae9f.min.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:25%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:25	118315/118315	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2015%20Nov%202023%2020:21:01%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/s/trekkie.storefront.f33399a7b9d8c1007209860fbdd63bb24633ae9f.min.js	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/s/trekkie.storefront.f33399a7b9d8c1007209860fbdd63bb24633ae9f.min.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:25	8290/8290	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2018%20Nov%202023%2014:22:12%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:26%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/Coffee_Shop_Small.png?v=29061135256792853091553343584	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/Coffee_Shop_Small932c.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:26	59535/59535	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2018%20Nov%202023%2007:38:17%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://theme650-coffe-shop.myshopify.com/)
09:42:27	20300/20300	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2001:41:51%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/Coffee_Shop_Small.png?v=29061135256792853091553343584	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/Coffee_Shop_Small932c.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:28	56963/56963	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:a4d954537bc66bb34fcb14e3ab31ec65%22	https://theme650-coffe-shop.myshopify.com/account/login	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/account/login.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:28%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/logo.png?v=157766578913752898601553336083	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/logo1db2.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:29	52477/52477	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:d2d00e2defecb91cba9ba7f99076b07d%22	https://theme650-coffe-shop.myshopify.com/cart	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cart.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:29	2925/2925	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:12:28%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/logo.png?v=157766578913752898601553336083	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/logo1db2.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:30	93022/93022	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:6a71b912c9a6d21e906a96e1d51faff7%22	https://theme650-coffe-shop.myshopify.com/collections/all	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/collections/all.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:30	54262/54262	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:375361f5e6000732875008e1588615aa%22	https://theme650-coffe-shop.myshopify.com/collections	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/collections.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:31	93434/93434	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:cd31b2e12c9f469b0bbdbdf0fa0a69e8%22	https://theme650-coffe-shop.myshopify.com/collections/americano	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/collections/americano.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:31	93273/93273	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:a90117cd43e91e1ee7a9ddc78943d4ee%22	https://theme650-coffe-shop.myshopify.com/collections/coffe	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/collections/coffe.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:32	92871/92871	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:15ed2cc40746a65178a9b2e46cfd86c4%22	https://theme650-coffe-shop.myshopify.com/collections/espresso	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/collections/espresso.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:33	93033/93033	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:6d8f69435b2d13064eeb3a7f0d736abc%22	https://theme650-coffe-shop.myshopify.com/collections/organic-coffee	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/collections/organic-coffee.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:33	93655/93655	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:45141b4f113887e4cd331ff980a87986%22	https://theme650-coffe-shop.myshopify.com/collections/sale	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/collections/sale.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:33%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/authentic_donut_shop_blend_coffee_chocolate_chip_cookie_1_efcb458b-b1d3-4ab9-b260-16a5777ecce8_large.png?v=1553334151	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/authentic_donut_shop_blend_coffee_chocolate_chip_cookie_1_efcb458b-b1d3-4ab9-b260-16a5777ecce8_largef27c.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:35	86267/86267	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:f282126b9e4079be5501006df71504f7%22	https://theme650-coffe-shop.myshopify.com/products/authentic-donut-shop-blend-coffee-chocolate-chip-cookie	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/products/authentic-donut-shop-blend-coffee-chocolate-chip-cookie.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:35	248901/248901	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2001:41:15%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/authentic_donut_shop_blend_coffee_chocolate_chip_cookie_1_efcb458b-b1d3-4ab9-b260-16a5777ecce8_large.png?v=1553334151	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/authentic_donut_shop_blend_coffee_chocolate_chip_cookie_1_efcb458b-b1d3-4ab9-b260-16a5777ecce8_largef27c.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:35%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/cafe_du_monde_coffee_french_roast_1_large.png?v=1553332967	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/cafe_du_monde_coffee_french_roast_1_largee485.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:37	74611/74611	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:eda3b9137a896e95202596a2cf8feb5b%22	https://theme650-coffe-shop.myshopify.com/products/cafe-du-monde-coffee-french-roast	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/products/cafe-du-monde-coffee-french-roast.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:37%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide1_image.jpg?v=169847025003034148201553336084	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide1_imagecf3d.jpg	(from https://theme650-coffe-shop.myshopify.com/)
09:42:38	267339/267339	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:12:37%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/cafe_du_monde_coffee_french_roast_1_large.png?v=1553332967	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/cafe_du_monde_coffee_french_roast_1_largee485.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:40%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide2_image.jpg?v=125825456932671126951553336084	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide2_imagec171.jpg	(from https://theme650-coffe-shop.myshopify.com/)
09:42:40	426872/426872	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Nov%202023%2001:43:33%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide1_image.jpg?v=169847025003034148201553336084	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide1_imagecf3d.jpg	(from https://theme650-coffe-shop.myshopify.com/)
09:42:41	525484/525484	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Nov%202023%2001:43:34%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide2_image.jpg?v=125825456932671126951553336084	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide2_imagec171.jpg	(from https://theme650-coffe-shop.myshopify.com/)
09:42:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:41%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide3_image.jpg?v=86617876699965637401553336085	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide3_image654c.jpg	(from https://theme650-coffe-shop.myshopify.com/)
09:42:43	52263/52263	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:e482daa293f1524288e08a724d7f4510%22	https://theme650-coffe-shop.myshopify.com/blogs/news	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/blogs/news.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:44	50898/50898	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Nov%202023%2004:12:43%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide3_image.jpg?v=86617876699965637401553336085	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/t/2/assets/slide3_image654c.jpg	(from https://theme650-coffe-shop.myshopify.com/)
09:42:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:44%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/lavazza_crema_e_gusto_ground_coffee_1_medium.png?v=1553332873	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/lavazza_crema_e_gusto_ground_coffee_1_medium7025.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:46	75038/75038	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:99e48465691a759d7884e4cdc2f46694%22	https://theme650-coffe-shop.myshopify.com/products/lavazza-crema-e-gusto-ground-coffee	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/products/lavazza-crema-e-gusto-ground-coffee.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:45%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/lavazza_crema_e_gusto_ground_coffee_2_medium.png?v=1553332873	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/lavazza_crema_e_gusto_ground_coffee_2_medium7025.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:47	77687/77687	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2001:43:34%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/lavazza_crema_e_gusto_ground_coffee_1_medium.png?v=1553332873	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/lavazza_crema_e_gusto_ground_coffee_1_medium7025.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:47	76911/76911	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2001:43:33%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/lavazza_crema_e_gusto_ground_coffee_2_medium.png?v=1553332873	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/lavazza_crema_e_gusto_ground_coffee_2_medium7025.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:47%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_douwe_egberts_filter_blend_ground_coffee_medium_roast_1_medium.png?v=1553332939	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_douwe_egberts_filter_blend_ground_coffee_medium_roast_1_medium5704.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:49	65111/65111	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:e00cbc959c78f8d6d04516fcc4c28ce5%22	https://theme650-coffe-shop.myshopify.com/products/douwe-egberts-douwe-egberts-filter-blend-ground-coffee-medium-roast	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/products/douwe-egberts-douwe-egberts-filter-blend-ground-coffee-medium-roast.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:51	67199/67199	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2001:41:54%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_douwe_egberts_filter_blend_ground_coffee_medium_roast_1_medium.png?v=1553332939	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_douwe_egberts_filter_blend_ground_coffee_medium_roast_1_medium5704.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:49%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_douwe_egberts_filter_blend_ground_coffee_medium_roast_2_medium.png?v=1553332939	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_douwe_egberts_filter_blend_ground_coffee_medium_roast_2_medium5704.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:51	70307/70307	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Nov%202023%2001:41:51%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_douwe_egberts_filter_blend_ground_coffee_medium_roast_2_medium.png?v=1553332939	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_douwe_egberts_filter_blend_ground_coffee_medium_roast_2_medium5704.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:52%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_excellent_aroma_whole_beans_coffee_1_medium.png?v=1553332933	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_excellent_aroma_whole_beans_coffee_1_mediumd54f.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:54	83227/83227	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:052ac207f205a4766cf4ba9333ed659b%22	https://theme650-coffe-shop.myshopify.com/products/douwe-egberts-excellent-aroma-whole-beans-coffee	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/products/douwe-egberts-excellent-aroma-whole-beans-coffee.html	(from https://theme650-coffe-shop.myshopify.com/)
09:42:56	55041/55041	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Nov%202023%2004:12:54%20GMT	https://theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_excellent_aroma_whole_beans_coffee_1_medium.png?v=1553332933	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_excellent_aroma_whole_beans_coffee_1_mediumd54f.png	(from https://theme650-coffe-shop.myshopify.com/)
09:42:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202023%2004:12:54%20GMT	http://theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_excellent_aroma_whole_beans_coffee_2_medium.png?v=1553332933	C:/My%20Web%20Sites/cafexcel/theme650-coffe-shop.myshopify.com/cdn/shop/products/douwe_egberts_excellent_aroma_whole_beans_coffee_2_mediumd54f.png	(from https://theme650-coffe-shop.myshopify.com/)
